3654305550,2020-06-15T11:11:30Z,11379,9732,33201149
3654296021,2020-06-13T09:53:00Z,20810,16866,33201149
3654282554,2020-06-12T13:06:15Z,18971,10039,33201149
3654272138,2020-06-11T10:47:15Z,31533,23007,33201149
3594803794,2020-06-09T08:37:30Z,19614,16634,33201149
3594813523,2020-06-08T15:53:45Z,9188,7608,33201149
3594822103,2020-06-08T12:30:17Z,2826,2479,33201149
3594827974,2020-06-08T09:08:30Z,8484,5273,33201149
3594834084,2020-06-07T08:34:00Z,39429,27211,33201149
3595188723,2020-06-06T18:30:33Z,2111,1739,33201149
3570067036,2020-06-05T19:54:41Z,2189,1915,33201149
3560910337,2020-06-03T17:05:24Z,4314,4075,33201149
3594864404,2020-05-30T05:53:45Z,10499,171,33201149
3594871919,2020-05-29T15:34:30Z,22475,171,33201149
3522461339,2020-05-27T13:18:12Z,2329,2236,33201149
3511378763,2020-05-25T12:41:13Z,2309,2238,33201149
3594880421,2020-05-24T12:53:45Z,448,33,33201149
3594889147,2020-05-23T10:26:30Z,24561,690,33201149
3594911216,2020-05-22T07:51:30Z,12530,77,33201149
3594921524,2020-05-21T15:54:00Z,19377,625,33201149
3480333178,2020-05-19T19:10:46Z,1944,1916,33201149
3473572936,2020-05-18T12:45:21Z,2477,2302,33201149
3452793146,2020-05-14T17:33:03Z,2158,2024,33201149
3447334668,2020-05-13T15:32:46Z,3647,3477,33201149
3441891774,2020-05-12T14:37:25Z,1899,1863,33201149
3594926355,2020-05-10T09:46:30Z,8920,125,33201149
3594929765,2020-05-09T09:19:30Z,22230,734,33201149
3594935345,2020-05-08T10:31:45Z,14654,56,33201149
3594940150,2020-05-07T14:39:00Z,22110,336,33201149
3380990989,2020-05-01T08:46:04Z,5555,5235,33201149
3367374868,2020-04-28T10:47:05Z,3379,1385,33201149
3594944136,2020-04-26T12:44:45Z,13635,5607,33201149
3352813322,2020-04-25T11:38:58Z,4371,4204,33201149
3342614064,2020-04-23T10:21:41Z,4719,4625,33201149
3594957740,2020-04-21T08:49:52Z,28157,13716,33201149
3594960469,2020-04-20T10:34:00Z,23789,7650,33201149
3318679482,2020-04-18T14:04:28Z,7976,7826,33201149
3313954511,2020-04-17T16:22:04Z,2935,2654,33201149
3310068032,2020-04-16T14:58:14Z,15979,13992,33201149
3304139434,2020-04-15T11:22:52Z,3933,3626,33201149
3299566867,2020-04-14T13:08:36Z,1998,1880,33201149
3291311865,2020-04-12T13:10:24Z,8228,7638,33201149
3281957650,2020-04-10T13:42:40Z,5440,4327,33201149
3277122235,2020-04-09T12:44:20Z,2908,2891,33201149
3269059659,2020-04-07T14:46:49Z,6767,6181,33201149
3260567805,2020-04-05T14:25:57Z,3262,3203,33201149
3247836337,2020-04-02T14:19:48Z,1338,1301,33201149
3244606385,2020-04-01T18:24:58Z,1359,1344,33201149
3240543747,2020-03-31T16:45:01Z,1445,1432,33201149
3236638648,2020-03-30T16:36:35Z,1989,1932,33201149
3233334997,2020-03-29T16:12:11Z,1980,1964,33201149
3217177132,2020-03-25T09:39:20Z,2057,2015,33201149
3233156830,2020-03-20T16:00:45Z,149865,0,33201149
3198764071,2020-03-19T13:51:02Z,4805,4711,33201149
3193081021,2020-03-17T17:38:38Z,7931,7061,33201149
3167082635,2020-03-08T10:36:49Z,15198,8926,33201149
3163823370,2020-03-07T10:30:41Z,21960,20236,33201149
3157919668,2020-03-05T16:10:36Z,3646,3640,33201149
3155259336,2020-03-04T16:24:19Z,6825,6794,33201149
3146722961,2020-03-01T14:06:47Z,7879,6878,33201149
3146277444,2020-03-01T10:30:15Z,6347,5389,33201149
3142755725,2020-02-29T10:13:41Z,5502,4386,33201149
3137817582,2020-02-27T16:07:26Z,3710,3707,33201149
3118058593,2020-02-20T17:02:36Z,3474,3460,33201149
3115234863,2020-02-19T16:07:17Z,3860,3845,33201149
3106413825,2020-02-16T10:34:05Z,12915,12031,33201149
3096529395,2020-02-13T06:54:19Z,3697,3677,33201149
3090864163,2020-02-11T07:02:34Z,2967,2810,33201149
3089182889,2020-02-10T14:28:21Z,496,496,33201149
3086995857,2020-02-09T13:54:18Z,4132,3864,33201149
3084081384,2020-02-08T13:53:36Z,12229,9546,33201149
3067034531,2020-02-02T10:36:57Z,17811,15505,33201149
3046888258,2020-01-26T15:21:55Z,3659,3613,33201149
3031009519,2020-01-21T07:22:28Z,4739,4486,33201149
3023454887,2020-01-18T16:10:38Z,3679,3555,33201149
3010816551,2020-01-14T07:41:26Z,3948,3792,33201149
2965671463,2019-12-29T08:56:52Z,2235,2010,33201149
2963496615,2019-12-28T13:03:59Z,3744,3526,33201149
2960292557,2019-12-27T09:20:19Z,2990,2772,33201149
2955849679,2019-12-25T10:24:25Z,2594,2566,33201149
2952294739,2019-12-23T09:37:51Z,7114,5474,33201149
2945890150,2019-12-20T17:28:39Z,3318,3229,33201149
2944155793,2019-12-19T16:55:45Z,1591,1574,33201149
2942221138,2019-12-18T16:36:59Z,3574,3515,33201149
2937953864,2019-12-16T17:01:46Z,2811,2799,33201149
2930312702,2019-12-13T06:56:22Z,3570,3418,33201149
2926363881,2019-12-11T07:03:19Z,4158,4002,33201149
2921948571,2019-12-09T06:55:38Z,2912,2860,33201149
2917598794,2019-12-07T08:04:42Z,1686,1631,33201149
2914160785,2019-12-05T17:12:41Z,4584,4447,33201149
2910888678,2019-12-04T07:07:36Z,2349,2223,33201149
